,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
96,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309992087526531073,eutrococheque,nɾp,"Rio de Janeiro, Brasil",,2020-09-26 23:03:46,Twitter Web App,0,4518,,,
97,"Acabou covid, Deus queira que eu continue de home office por que to seriamente me planejando pra passar 1 mês viajando.  1 semana em minas, 1 em floripa, 1 no litoral e a ultima não decidi ainda. Mas foda se, preciso compensar todas as praias e cachoeiras que não colei.",270,1309991764569227264,pinheirolusca,Marminino,,,2020-09-26 23:02:29,Twitter Web App,3,1,,,
98,"@luisareclama Amiga tenho recebido várias vagas home office que acho adequadas pra você, vou passar a compartilhar",114,1309991762312810497,isadoranicolau,Isadora,Brazil,,2020-09-26 23:02:29,Twitter for Android,1,0,,,
99,"@_gabrielray_ num tinha pensado nisso, mas a mãe aqui precisa, de preferência um home office",92,1309991697603006464,_gabrielray_,Gabriel Ray,"Guarapari, Brasil",,2020-09-26 23:02:13,Twitter for iPhone,0,1,,,
100,"ESPECIAL - HOME OFFICE . Escritório, sem tomadas aparentes e com cores, só nos detalhes. https://t.co/mXYs42khVB",112,1309991429016494080,MarinaCarvalho0,Marina Carvalho,"São Paulo, Brasil",,2020-09-26 23:01:09,mLabs - Gestão de Redes Sociais,0,0,,,
101,"@UOLNoticias @Trunfim O dinheiro gasto para manter esses imóveis poderia ser revertido em equipamentos para home office e auxílio moradia para os trabalhadores manterem um espaço de trabalho produtivo em suas casas. Para reunião presencial, alugar um espaço para coworking é mais do que suficiente.",298,1309991275295318016,Trunfim,Silvio Miguel Gomes,"Olímpia, Brasil",,2020-09-26 23:00:33,Twitter Web App,0,1,,,
102,"Meu sabado de folga, passei trabalhando em um projeto que eu to amando, e pensei o sabado praticamente todinho nele. Viva ao Home Office!  Viva fazendo o que gosta",163,1309990787053215749,mila_curupi,Camila,"Queria ta em SP,mas tô na BA",,2020-09-26 22:58:36,Twitter for Android,0,0,,,
103,aí germano coloca o jonatas p trabalhar em home office lá de paris #TotalmenteDemais https://t.co/ATz8WJP6v6,108,1309990608614944773,opsmia_,mia,"Rio de Janeiro, Brasil",,2020-09-26 22:57:54,Twitter for iPhone,4,0,,,
104,"@scathee @gcosta_rc Como eu não tô de home office eu não tô sentindo não, mas eu tbm não tô ligando de deixar tudo impecável",124,1309990593020538880,_barbrinha,La Gata Selvaje de Papete,Brasil,,2020-09-26 22:57:50,Twitter for Android,1,0,,,
105,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309990477681352704,pedxrs,predo,"Santo André, Brasil",,2020-09-26 22:57:22,Twitter for Android,0,4518,,,
106,@ZAMENZA ngm pensa em perguntar pro germano se ele nao pode trabalhar de casa? 2020 é só home office.,101,1309990310471180294,julliemc,mc juls,all of time and space,,2020-09-26 22:56:43,Twitter Web App,6,0,,,
107,"Vou ter que ir pra empresa segunda, mas tava tão bom o home office",66,1309990074902351878,JuniorJair_,Jair Junior,,,2020-09-26 22:55:46,Twitter Web App,0,0,,,
108,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309990042023137280,stayfine99,caaba bom forrozeiro 🎶 🐸,"Fortaleza, Brazil",,2020-09-26 22:55:39,Twitter for Android,0,91,,,
109,PRODUTO MONETIZZE 26/09/2020 - PROFISSÃO HOME OFFICE! APRENDA A FAZER MUITO DINHEIRO TRABALHANDO EM CASA! CURSO + TREINAMENTO + MENTORIA COMPLETA! Acesse: https://t.co/3bFhYzWrkt https://t.co/69tW4pnqUx,202,1309989924389761028,Cupons2020,Cupons e Ofertas 2020,São Paulo,,2020-09-26 22:55:11,Postcron App,0,0,,,
110,o home office me deixou noveleira,33,1309989914172370945,eulanao,lana,bh,,2020-09-26 22:55:08,Twitter for iPhone,0,0,,,
111,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309988790031781890,ReidroGado_,O Rei droGado,"Parauapebas, Brasil",,2020-09-26 22:50:40,Twitter for Android,0,91,,,
112,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309988234596843520,periniPS,Lunes Raven,...,,2020-09-26 22:48:28,Twitter for Android,0,91,,,
113,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309988056884281345,rikasuly,Elly as Picasula,－ ♡    ❘❈,,2020-09-26 22:47:45,Twitter for Android,0,91,,,
114,O sonho do ‘home office’ vira pesadelo na pandemia  https://t.co/5z29pNchSW via @elpais_brasil,94,1309987892643667969,PolianaNietoPsi,Poliana Nieto Psicoterapia online,"Vila da Penha, Rio de Janeiro",,2020-09-26 22:47:06,Twitter Web App,0,0,,,
115,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309987717300842498,endinflames,"aspen 🎃🦇 queer, spooky, in love with simon snow",icon: cemetery boys @mmarsloud,,2020-09-26 22:46:24,Twitter for iPhone,0,91,,,
116,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309987632118747136,lpedrocaa,pedrin ᶜʳᶠ • OLHEM MEU FIXADO •,vó • pai • jv 👼,,2020-09-26 22:46:04,Twitter for Android,0,91,,,
117,@magazineluiza 9h. Café da manhã reforçado e trabalho no home office mais inspirado da Bahia!,93,1309987031813107712,TomLemos,Tom Lemos & Os Formidáveis,Bahia,,2020-09-26 22:43:41,Twitter for iPhone,0,0,,,
118,"Home office deixará escritórios vagos e aluguel cairá, dizem especialistas https://t.co/1KW6sStSfu",98,1309986925189705728,Vagner19792020,Vagner,"Rio de Janeiro, Brasil",,2020-09-26 22:43:16,Twitter for Android,0,3,,,
119,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309985581682876416,babi_whatever,bff da ariana grande,sjc/sbs eba,,2020-09-26 22:37:55,Twitter for Android,0,91,,,
120,Mano tenho uma semana antes de voltar ao trabalho presencial eu to chorando   I'll miss you home office,103,1309984956605759488,zzpllc,zuzu,Belém PA,,2020-09-26 22:35:26,Twitter for Android,1,0,,,
121,"eu to pensando em conciliar um estágio home office com esse trampo atual tbm kkkkk imagina que louco, a Luiz com dois empregos",126,1309984392291512322,anjoslu_,mc halsinha,Jahdema,,2020-09-26 22:33:12,Twitter Web App,0,0,,,
122,"@pedrohduarte O LinkedIn virou uma rede onde as pessoas postam histórias chatas e falsos elogios ao trabalho pra pagar de ""comprometido"". Quando, na verdade, a maioria odeia o trabalho, o chefe, os colegas... Em tempos de home office, vejo muita gente postar: ""saudades do escritório!!"" Sei...",293,1309984220882915330,joaovictor_geo,João Victor,"Curitiba, Brasil",,2020-09-26 22:32:31,Twitter for Android,129,7,,,
123,"A cada dia que passa eu sinto mais raiva da @oi_oficial Segunda vez só esse mês que fico DIAS sem internet nem fixo e a vjustificativa"" é uma manutebção na região. Quem é que faz home office assim? Desde quarta sem net... Serviço só piora",238,1309983781403713542,pacjura,Jurandir Pacheco,São Paulo,,2020-09-26 22:30:46,Twitter Web App,0,1,,,
124,"@caca1kk na empresa q eu to eu só trabalhei home office pq qnd entrei la ja tava rolando a pandemia, foda q eles sao crente e as vzs tem umas ideia errada mas pelo menos eles sao super gentis e compreensivos, curtem mt o meu trabalho, sao flexiveis com carga horaria, n tenho do q reclamar",289,1309983163599462406,ozzrel,iguana,@falcaoilanna,,2020-09-26 22:28:19,Twitter Web App,1,0,,,
125,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309982937585192961,umvelhinho,wallace,021,,2020-09-26 22:27:25,Twitter for Android,0,4518,,,
126,"Desde ontem, decidi q toda vez q tomar banho, vou passar perfume. Seja pra não passar da validade (em home office desde março, só tenho saído pra ir no mercado), seja pra me fazer sentir um pouco mais ""cuidada"" por mim mesma.",225,1309982326311583746,_jehasouza,Jess • smile through the pain 🌈,"Rio de Janeiro, Brasil",,2020-09-26 22:24:59,Twitter for Android,1,0,,,
127,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309982088318390278,valvalfialho,Valéria Fialho,Hell de Janeiro,,2020-09-26 22:24:02,Twitter for Android,0,4518,,,
128,"@GeracaodeValor Um meio termo, na sede da empresa com alguns dias de home office...",83,1309981835699646465,RobertoAssis_,Roberto Assis,"Santo André, Brasil",,2020-09-26 22:23:02,Twitter for Android,0,0,,,
129,@GeracaodeValor Home office 100%. Aumentei minha produtividade e contato com a família. Não podemos simplesmente voltar ao normal como se nada tivesse acontecido. Uma evolução que demoraria anos em poucos meses. Não podemos ignorar o progresso.,244,1309981818926575617,DogeMusic1,Doge Music,,,2020-09-26 22:22:58,Twitter for Android,1,0,,,
130,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309981782255730688,SalomaoThaina,Thainá Salomão,,,2020-09-26 22:22:49,Twitter for Android,0,91,,,
131,o home office hoje rendeu https://t.co/Ap8Itesyh3,49,1309981359461539847,gabiiihborges,gabi,"Goiânia, Brasil",,2020-09-26 22:21:09,Twitter for iPhone,0,2,,,
132,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309981057886949376,Matheus_1fst,Matheus Felipe,,,2020-09-26 22:19:57,Twitter for Android,0,4518,,,
133,"Eu queria muito tuitar que eu consegui montar sozinha a minha mesa do home office, que eu não preciso de macho pra me ajudar, girl power, morte aos omi mas a verdade é que montei só 70% e meu pai terá que me ajudar a montar o restante. 😂😂😂😂",240,1309980326647812102,pulpMifiction,Mi B.,,,2020-09-26 22:17:02,Twitter for Android,4,0,,,
134,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309979736626561024,Clarinha_Rochaa,Quem Furar a Quarentena é Corno,Belo Horizonte,,2020-09-26 22:14:42,Twitter for iPhone,0,4518,,,
135,"Uma semana sem telefone e internet e a @oi_oficial agora nem completa a ligação tu só fala com o robô e eles desligam, isso é um descaso absurdo em meio a pandemia todo mundo em aula online/ home office e falam que ta em manutenção e tem tecnicos na area mas é mentira",268,1309979431960817664,BruxaRay,As Visões da Ray 🔮,Brasil,,2020-09-26 22:13:29,Twitter for Android,2,0,,,"Place(_api=<tweepy.api.API object at 0x7f64a107ae80>, id='97bcdfca1a2dca59', url='https://api.twitter.com/1.1/geo/id/97bcdfca1a2dca59.json', place_type='city', name='Rio de Janeiro', full_name='Rio de Janeiro, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f64a107ae80>, type='Polygon', coordinates=[[[-43.795449, -23.08302], [-43.0877068, -23.08302], [-43.0877068, -22.7398234], [-43.795449, -22.7398234]]]), attributes={})"
136,"@MahaJourneyson @cafecomferri com relação ao home office, vc não tá falando de shopping, talvez esteja falando da BRPR3 ....pq não entra vendido nela?",150,1309978971052871684,RenatoA45898768,Renato,,,2020-09-26 22:11:39,Twitter Web App,0,0,,,
137,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309978560925503490,anajscx,ana.,,,2020-09-26 22:10:01,Twitter for Android,0,4518,,,
138,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309978507984932865,locomotxrmortis,kkkjk,Londres,,2020-09-26 22:09:49,Twitter Web App,0,4518,,,
139,"Olá @ClaroBrasil, tudo bem? Valorizamos uma internet de qualidade para trabalhar no home office com tranquilidade, mas infelizmente encontramos seu anúncio em um canal no @YouTubeBrasil que incentiva o ódio e a desinformação. Pfv BLOQUEIEM ✊🏽 #SleepingGiantsBrasil https://t.co/WhfZULozxo",288,1309977575054245891,Antnio60352648,Antônio,,,2020-09-26 22:06:06,Twitter for Android,0,248,,,
140,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309977253154086912,bevelyrios,joão / põe teu pronome na bio,"Crato, Brasil",,2020-09-26 22:04:50,Twitter for Android,0,91,,,
141,@FuelofCoffee_ na hora do almoço eu durmo pq estoy muy cansadito e trabalho home office então né :P,99,1309977142248308742,OutraLhama_,susas,,,2020-09-26 22:04:23,Twitter Web App,0,0,,,
142,ansiosa p começar no trabalho novo home office e n precisar lavar o cabelo todo santo dia meu cabelin agradece,110,1309976908373929985,daiabolicc,cristophobica,"Curitiba, Brazil",,2020-09-26 22:03:27,Twitter for iPhone,3,0,,,
143,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309976513975066629,afroditefeia,Ray,,,2020-09-26 22:01:53,Twitter for Android,0,91,,,
144,"@cafecomferri Shoppings podem ter uma saída ao se  tornarem centros médicos e laboratórios. Estacionamento ok, praça de alimentação ok, boa localização ok.  O home office vai judiar desse mercado.",196,1309976060063354885,MahaJourneyson,MahaJourneyson 😜🤯🙃,Localização,,2020-09-26 22:00:05,Twitter Web App,4,0,,,
145,6 meses que não uso calça jeans ou de qualquer outro tipo. Será que ainda cabem? Será que ainda sei andar sem ficar assado?  Segunda vou trabalhar home office de farda pra testar.,179,1309975559460577281,eitagondim,frígida kahlo 911,,,2020-09-26 21:58:06,Twitter for iPhone,1,0,,,
146,@GeracaodeValor Home office e um ou dois meetups por ano pra integrar a equipe tá de boas.,90,1309975285312434178,mv_saturno,Marcos Saturno,POA - RS,,2020-09-26 21:57:00,Twitter for iPhone,0,0,,,
147,"@GuiLucas07 @ArrudaKayn @SOCIOFLA @_rodrigomattos_ Mas estes mesmos trabalhadores não estão expostos todo dia quando entram em trens, metrô, ônibus? Se for olhar por essa ótica, eles provavelmente não pararam de trabalhar. Estão em cada em home office? Certamente não. É uma discussão muito ampla.",297,1309975211941519362,nikkobbar,NIKKØBBAR,Brazil,,2020-09-26 21:56:43,Twitter for iPhone,3,0,,,
148,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309974936287670272,eianareal,Vitória,"Teresina,PI",,2020-09-26 21:55:37,Twitter for iPhone,0,4518,,,
149,Playlists do spotify para home office estão me salvando,55,1309974743878119425,phiznao,Phelps,"São Luís, Brasil",,2020-09-26 21:54:51,Twitter Web App,0,0,,,
150,@bevelerios saiu do home office e volta a aplicar golpes presencialmente,72,1309974627343577088,domingosluanass,🌛 na,"Rio de Janeiro, Brasil",,2020-09-26 21:54:23,Twitter Web App,0,0,,,
151,Como vcs ficam no Home Office? https://t.co/3GQYGdGI0R,54,1309974041369997317,Sdm23x,🐈,,,2020-09-26 21:52:04,Twitter Web App,0,2,,,
152,@lemoshelo Tbm não respondo mas as pessoas deveriam pensar melhor no horário de home office quando está em equipe. :(,117,1309973552616157184,mariahbia,Beatriz Andrade,"Natal,RN",,2020-09-26 21:50:07,Twitter for Android,1,0,,,"Place(_api=<tweepy.api.API object at 0x7f64a107ae80>, id='a4ddc3856053f7e1', url='https://api.twitter.com/1.1/geo/id/a4ddc3856053f7e1.json', place_type='city', name='Natal', full_name='Natal, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f64a107ae80>, type='Polygon', coordinates=[[[-35.2911777, -5.897826], [-33.8094403, -5.897826], [-33.8094403, -3.8517709], [-35.2911777, -3.8517709]]]), attributes={})"
153,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309972921159479303,kamiliff,kamili,,,2020-09-26 21:47:37,Twitter for Android,0,4518,,,
154,@FabricioRamos80 Eu tô só em casa. Isolamento desse Março. Trabalhando home office,82,1309972795640741889,Greg_Reis,🚩🚩🚩Canhoto esquerdopata. Greg_Reis🚩🚩🚩,"Belém do Pará,Mangueiras.",,2020-09-26 21:47:07,Twitter for Android,1,0,,,
155,"@GeracaodeValor Defina sua regras do home office: qtis dias, gastos com computador,  internet 100 megas, mesa e cadeira ergonômicas pagos por quem?",147,1309972649037254657,luizrmgarcia,luizrmgarcia,São Paulo,,2020-09-26 21:46:32,Twitter for Android,0,0,,,
156,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309972562512941058,dudugominha,Tio da EMA™,,,2020-09-26 21:46:11,Twitter for Android,0,4518,,,
157,"Será Mesmo, Curso Profissão Home Office Funciona Mesmo? Profissão Home O... https://t.co/RvFZWJfAvw via @YouTube",112,1309971024222580736,Rener_rod,Rener Rodrigues Gomes,Guarulhos,,2020-09-26 21:40:04,Twitter Web App,3,0,,,
158,"Passando por uma fase de ressaca literária E nem terminei as sagas q tô lendo  Voltei a querer fazer maratona de filmes e anime  Aulas EAD da faculdade ( E suas atividades) Aulas EAD da autoescola Estudar de inglês Home office do estágio Alongamento diário  Cérebro, vc q lute",276,1309970490925211648,MayosChin,Mayu l📖A corte de gelo e estrelas /Sapiens,"Salvador, Brasil",,2020-09-26 21:37:57,Twitter Web App,1,0,,,
159,"@GuerreiroPatri7 Opa! 🙋‍♂️ Cara, amo café!  Tive que me controlar porque agora em home office já viu né? Gosto daquele cuado no saco. Cozinho o pó e depois passo.",162,1309970375091064837,ledy12,Ledy Virgens 3️⃣8️⃣,"Belém, Brasil",,2020-09-26 21:37:30,Twitter for Android,1,0,,,
160,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309970051647377408,h3llodean,anny🎗,𝙸𝙽𝙵𝙹-𝚃/𝟺𝚠𝟻/Hufflepuff,,2020-09-26 21:36:13,Twitter for Android,0,4518,,,
161,@aquijuz Um dia a dia comum no home office,42,1309969183116062721,masisiliani,Marcela Sisiliani,"Sao Paulo, Brazil",,2020-09-26 21:32:45,Twitter for Android,1,0,,,
162,"mano, por conta da pandemia eu tô estagiando home office e o semestre suplementar acabou de começar, daí o que o meu notebook resolveu fazer? isso mesmo, QUEIMAR. meu ÚNICO instrumento de estudo e trabalho acabou de queimar e eu só quero chorar.",245,1309968766378356736,blourdreams,depois eu choro por isso,"Salvador, Bahia",,2020-09-26 21:31:06,Twitter for Android,3,0,,,
163,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309968509393424385,_taatyz,Thai,"Distrito Federal, Brasil",,2020-09-26 21:30:05,Twitter for Android,0,91,,,
164,Coitado de quem trabalha em home office nesse lugar,51,1309968157524791301,halanmarins,MARINS,,,2020-09-26 21:28:41,Twitter for Android,0,0,,,
165,@belbscerquiaro Não há limites pro home office hahahhahah,57,1309967757375614978,lorens7551,𝐅(ℒ𝘰ℛℰ)𝐬 ✿,,,2020-09-26 21:27:06,Twitter for iPhone,0,0,,,
166,"Home office n tem Happy hour, próximo https://t.co/UTHvrHmZSv",61,1309967200485343233,Rota_pee,gone🎃,,,2020-09-26 21:24:53,Twitter for Android,0,0,,,
167,"@o_colecionador Trabalho de casa. Mas esse tal de home office é faca de dois gumes, você nunca sabe se está em casa ou no trabalho. O fato é que cada um cuida de si porque sabe onde o sapato aperta.",198,1309966861770133504,Maropomo,MPontes🇧🇷,"Eunápolis, Bahia, Brasil",,2020-09-26 21:23:32,Twitter for Android,0,0,,,"Place(_api=<tweepy.api.API object at 0x7f64a107ae80>, id='7480dd07b2341a8d', url='https://api.twitter.com/1.1/geo/id/7480dd07b2341a8d.json', place_type='city', name='Eunápolis', full_name='Eunápolis, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f64a107ae80>, type='Polygon', coordinates=[[[-39.864938, -16.518458], [-39.4022051, -16.518458], [-39.4022051, -16.051047], [-39.864938, -16.051047]]]), attributes={})"
168,"@_gabrielray_ num tinha pensado nisso, mas a mãe aqui precisa, de preferência um home office",92,1309966681230446592,dudabenedito,mamãe do José,Guarapari x Caratinga ,,2020-09-26 21:22:49,Twitter for Android,1,1,,,
169,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309966180279611392,nicollymarce,Nicolly Simas,,,2020-09-26 21:20:50,Twitter for iPhone,0,4518,,,
170,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309966081805750274,marquinhex,marc,"Rio de Janeiro, Brasil",,2020-09-26 21:20:26,Twitter for Android,0,91,,,
171,"Mesmo tendo se comprometido com o contrário, o @santander_br  tem convocado trabalhadores para retornar do home office, colocando a saúde de todos em risco. https://t.co/1QKtCFqcKl #SantanderPareAsDemissoes  #SantanderNaoTerceirize",231,1309965935508443138,Jr_looco,Jr 🇨🇳,,,2020-09-26 21:19:51,Twitter for Android,0,12,,,
172,"@flavioricco ola Boa tarde..só um questionamento?se possível.. os canais de esporte da Disney,já não está na hora de não ser mais home office?e terrível assistir aquilo,fora que a qualidade dos comentaristas e duvidosa..a fox sports vai sair do Rio?desde já agradeço!",267,1309962632967917571,Luciobarone4,Luciobarone,"São Paulo, Brasil",,2020-09-26 21:06:44,Twitter for Android,0,0,,,
173,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309962594044850176,lucascvl,lucas carvalho.,Brasil,,2020-09-26 21:06:35,Twitter for Android,0,4518,,,
174,"@GeracaodeValor Pessoal esquece que home office, em empresa multi nacional, é facilmente substituído por outra pessoa de outro país. Exemplo de analista BR: Se o valor ficar muito caro eles podem contratar um analista na Argentina dado o câmbio. Com a plataforma integrada fica fácil a sinergia.",295,1309962478626000896,AqueleIg0r,Aquele ig0r,,,2020-09-26 21:06:07,Twitter Web App,0,0,,,
175,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309961990576713729,vamojogajojogo,caminhante do céu vermelha,,,2020-09-26 21:04:11,Twitter for Android,0,91,,,
176,"Os que se dizem patriotas falam o estrangeiro ""home office"".  Por que os que defendem a pátria e não respeitam a língua portuguesa dizendo ""escritório do lar"" ou ""escritório em casa""?",183,1309961816097927170,DiasUeliton,Ueliton Dias,,,2020-09-26 21:03:29,Twitter for Android,0,0,,,
177,@VenusLeao_ Não é home office quando a gente é obrigado a ficar em casa e sim quando a gente acorda :),102,1309961594605051906,DanielBatata0,Cara Lisa,"Juazeiro do Norte, Brasil",,2020-09-26 21:02:36,Twitter for Android,1,0,,,
178,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309961335359315970,theonly_ze,Versão morta do gato de schrodinger,RECIFE,,2020-09-26 21:01:34,Twitter for Android,0,91,,,
179,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309961325884440578,respiroluanjo,letícia,,,2020-09-26 21:01:32,Twitter for iPhone,0,4518,,,
180,"@jaileypolemics eles me ligaram duas vezes com dois números diferentes, já tive contato com tj e a sede da religião que manda vários números aleatórios para eles ligarem. é o serviço de campo deles, que seria 'pregar', mas agr como se fosse um home office",255,1309961164546281473,baldwnz,ًً,,,2020-09-26 21:00:54,Twitter for Android,1,0,,,
181,"ALÔ, SÓCIO REI! 👑  Em tempos de home office é preciso estar bem preparado 🤓 A Oceano B2B te ajuda a garantir um ambiente mais produtivo em casa com condições especiais!   Para usufruir do benefício basta utilizar o cupom de desconto enviado para o seu e-mail. Boas compras!!! https://t.co/M4ZlfBQYfQ",299,1309961118316716035,deboranogueirae,débora,"Três Lagoas, Brasil",,2020-09-26 21:00:43,Twitter for iPhone,0,16,,,
182,Aqui está uma música para você… Tac Tac e Não Pega (Atendimento Home Office) de Lessinho Mecânico https://t.co/FBnHxHMrVA,121,1309960554396684289,emolsccp,susu,"Barueri, Brasil",,2020-09-26 20:58:28,Twitter for Android,0,0,,,
183,"ALÔ, SÓCIO REI! 👑  Em tempos de home office é preciso estar bem preparado 🤓 A Oceano B2B te ajuda a garantir um ambiente mais produtivo em casa com condições especiais!   Para usufruir do benefício basta utilizar o cupom de desconto enviado para o seu e-mail. Boas compras!!! https://t.co/M4ZlfBQYfQ",299,1309960103039205378,meninodaviIa,Menino da Vila,,,2020-09-26 20:56:41,TweetDeck,0,16,,,
184,"@GeracaodeValor Eu já trabalhava home office antes da pandemia, não é pra todos...",82,1309959790198620161,blusofie1514,blusofie1514,,,2020-09-26 20:55:26,Twitter for iPhone,0,0,,,
185,"@VenusLeao_ Na verdade fique um tempão, e gostei mas no meu caso não e a home office, era obrigado pela pandemia, assim que puderam me voltaram :/",146,1309959351210323968,DanielBatata0,Cara Lisa,"Juazeiro do Norte, Brasil",,2020-09-26 20:53:41,Twitter for Android,1,0,,,
186,QUERIA QUE COZINHEIRO FIZESSE HOME OFFICE 😭😭😭😭 https://t.co/tU34147AFF,70,1309959186021785600,guicamorim,Amorim,"Freguesia do Ó, São Paulo",,2020-09-26 20:53:02,Twitter for Android,2,0,,,
187,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309959013875036160,Teodoro_0707,Teodoro 🐻,Ferraz de Vasconcelos,,2020-09-26 20:52:21,Twitter for Android,0,91,,,
188,dado o meu estado mental eu não sei se dou graças a deus por estar de home office ou se culpo ele,97,1309958776448069632,liviapirs,𝙻𝙸𝚅,MAO,,2020-09-26 20:51:24,Twitter for iPhone,0,0,,,
189,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309958274725404672,gabrielisses,𝖒𝖔𝖗𝖙𝖎𝖈𝖎𝖆,"São Paulo, Brasil",,2020-09-26 20:49:25,Twitter for iPhone,0,91,,,
